TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,SR_authorized_actions-action_details-resource_details-arn-arn_variables,BC_operation_name,BC_input_shape_name,BC_member_name,BC_is_required,BC_member_shape_name,BC_member_shape_type,TF_successful_arn_variable_match
ds,aws_directory_service_radius_settings,RADIUS Settings,0,0,1,2,1,EnableRadius,/Users/hbwei/terraform-provider-aws/internal/service/ds/radius_settings.go,ds,ds:EnableRadius,ds:EnableRadius,directory,arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId},DirectoryId,EnableRadius,EnableRadiusRequest,DirectoryId,true,DirectoryId,string,true
mediaconvert,aws_media_convert_queue,Queue,0,0,1,2,1,CreateQueue,/Users/hbwei/terraform-provider-aws/internal/service/mediaconvert/queue.go,mediaconvert,mediaconvert:CreateQueue,mediaconvert:CreateQueue,,,,,,,,,,false
iot,aws_iot_certificate,Certificate,0,0,1,5,4,RegisterCertificate,/Users/hbwei/terraform-provider-aws/internal/service/iot/certificate.go,iot,iot:RegisterCertificate,iot:RegisterCertificate,,,,,,,,,,false
connect,aws_connect_user_hierarchy_group,User Hierarchy Group,0,0,1,2,1,CreateUserHierarchyGroup,/Users/hbwei/terraform-provider-aws/internal/service/connect/user_hierarchy_group.go,connect,connect:CreateUserHierarchyGroup,connect:CreateUserHierarchyGroup,hierarchy-group,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/agent-group/${HierarchyGroupId},InstanceId,CreateUserHierarchyGroup,CreateUserHierarchyGroupRequest,InstanceId,true,InstanceId,string,true
connect,aws_connect_user_hierarchy_group,User Hierarchy Group,0,0,1,2,1,CreateUserHierarchyGroup,/Users/hbwei/terraform-provider-aws/internal/service/connect/user_hierarchy_group.go,connect,connect:CreateUserHierarchyGroup,connect:CreateUserHierarchyGroup,hierarchy-group,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/agent-group/${HierarchyGroupId},HierarchyGroupId,,,,,,,false
kafkaconnect,aws_mskconnect_connector,Connector,0,0,1,2,1,CreateConnector,/Users/hbwei/terraform-provider-aws/internal/service/kafkaconnect/connector.go,kafkaconnect,kafkaconnect:CreateConnector,kafkaconnect:CreateConnector,,,,,,,,,,false
autoscaling,aws_autoscaling_group,Group,0,4,1,10,6,EnableMetricsCollection,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/group.go,autoscaling,autoscaling:EnableMetricsCollection,autoscaling:EnableMetricsCollection,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},GroupId,,,,,,,false
autoscaling,aws_autoscaling_group,Group,0,4,1,10,6,EnableMetricsCollection,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/group.go,autoscaling,autoscaling:EnableMetricsCollection,autoscaling:EnableMetricsCollection,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},GroupFriendlyName,,,,,,,false
shield,aws_shield_protection,Protection,0,0,1,2,1,CreateProtection,/Users/hbwei/terraform-provider-aws/internal/service/shield/protection.go,shield,shield:CreateProtection,shield:CreateProtection,,,,,,,,,,false
transfer,aws_transfer_workflow,Workflow,0,0,1,2,1,CreateWorkflow,/Users/hbwei/terraform-provider-aws/internal/service/transfer/workflow.go,transfer,transfer:CreateWorkflow,transfer:CreateWorkflow,,,,,,,,,,false
redshift,aws_redshift_subnet_group,Subnet Group,0,0,1,2,1,CreateClusterSubnetGroup,/Users/hbwei/terraform-provider-aws/internal/service/redshift/subnet_group.go,redshift,redshift:CreateClusterSubnetGroup,redshift:CreateClusterSubnetGroup,subnetgroup,arn:${Partition}:redshift:${Region}:${Account}:subnetgroup:${SubnetGroupName},SubnetGroupName,,,,,,,false
glue,aws_glue_trigger,Trigger,0,1,1,3,2,CreateTrigger,/Users/hbwei/terraform-provider-aws/internal/service/glue/trigger.go,glue,glue:CreateTrigger,glue:CreateTrigger,trigger,arn:${Partition}:glue:${Region}:${Account}:trigger/${TriggerName},TriggerName,,,,,,,false
iot,aws_iot_indexing_configuration,Indexing Configuration,0,0,1,2,1,UpdateIndexingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/iot/indexing_configuration.go,iot,iot:UpdateIndexingConfiguration,iot:UpdateIndexingConfiguration,,,,,,,,,,false
s3,aws_s3_bucket_analytics_configuration,Bucket Analytics Configuration,0,0,1,2,1,PutBucketAnalyticsConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_analytics_configuration.go,s3,s3:PutBucketAnalyticsConfiguration,s3:PutAnalyticsConfiguration,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
connect,aws_connect_bot_association,Bot Association,0,0,1,2,1,AssociateBot,/Users/hbwei/terraform-provider-aws/internal/service/connect/bot_association.go,connect,connect:AssociateBot,connect:AssociateBot,instance,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId},InstanceId,AssociateBot,AssociateBotRequest,InstanceId,true,InstanceId,string,true
apprunner,aws_apprunner_connection,Connection,0,0,1,2,1,CreateConnection,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/connection.go,apprunner,apprunner:CreateConnection,apprunner:CreateConnection,connection,arn:${Partition}:apprunner:${Region}:${Account}:connection/${ConnectionName}/${ConnectionId},ConnectionName,CreateConnection,CreateConnectionRequest,ConnectionName,true,ConnectionName,string,true
apprunner,aws_apprunner_connection,Connection,0,0,1,2,1,CreateConnection,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/connection.go,apprunner,apprunner:CreateConnection,apprunner:CreateConnection,connection,arn:${Partition}:apprunner:${Region}:${Account}:connection/${ConnectionName}/${ConnectionId},ConnectionId,,,,,,,false
kinesis,aws_kinesis_stream_consumer,Stream Consumer,0,0,1,2,1,RegisterStreamConsumer,/Users/hbwei/terraform-provider-aws/internal/service/kinesis/stream_consumer.go,kinesis,kinesis:RegisterStreamConsumer,kinesis:RegisterStreamConsumer,stream,arn:${Partition}:kinesis:${Region}:${Account}:stream/${StreamName},StreamName,,,,,,,false
eks,aws_eks_node_group,Node Group,0,0,1,2,1,CreateNodegroup,/Users/hbwei/terraform-provider-aws/internal/service/eks/node_group.go,eks,eks:CreateNodegroup,eks:CreateNodegroup,cluster,arn:${Partition}:eks:${Region}:${Account}:cluster/${ClusterName},ClusterName,CreateNodegroup,CreateNodegroupRequest,clusterName,true,String,string,true
detective,aws_detective_organization_configuration,Organization Configuration,0,0,1,2,1,UpdateOrganizationConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/detective/organization_configuration.go,detective,detective:UpdateOrganizationConfiguration,detective:UpdateOrganizationConfiguration,Graph,arn:${Partition}:detective:${Region}:${Account}:graph:${ResourceId},ResourceId,,,,,,,false
redshift,aws_redshift_hsm_configuration,HSM Configuration,0,0,1,2,1,CreateHsmConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/redshift/hsm_configuration.go,redshift,redshift:CreateHsmConfiguration,redshift:CreateHsmConfiguration,hsmconfiguration,arn:${Partition}:redshift:${Region}:${Account}:hsmconfiguration:${HSMConfigurationId},HSMConfigurationId,,,,,,,false
evidently,aws_evidently_project,Project,0,0,1,2,1,CreateProject,/Users/hbwei/terraform-provider-aws/internal/service/evidently/project.go,evidently,evidently:CreateProject,evidently:CreateProject,,,,,,,,,,false
rds,aws_rds_certificate,Default Certificate,0,0,1,2,1,ModifyCertificates,/Users/hbwei/terraform-provider-aws/internal/service/rds/certificate.go,rds,rds:ModifyCertificates,rds:ModifyCertificates,,,,,,,,,,false
events,aws_cloudwatch_event_connection,Connection,0,0,1,2,1,CreateConnection,/Users/hbwei/terraform-provider-aws/internal/service/events/connection.go,events,events:CreateConnection,events:CreateConnection,connection,arn:${Partition}:events:${Region}:${Account}:connection/${ConnectionName},ConnectionName,,,,,,,false
waf,aws_waf_size_constraint_set,Size Constraint Set,1,0,4,5,1,CreateSizeConstraintSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/size_constraint_set.go,waf,waf:CreateSizeConstraintSet,waf:CreateSizeConstraintSet,sizeconstraintset,arn:${Partition}:waf::${Account}:sizeconstraintset/${Id},Id,,,,,,,false
cloudwatch,aws_cloudwatch_composite_alarm,Composite Alarm,0,0,1,2,1,PutCompositeAlarm,/Users/hbwei/terraform-provider-aws/internal/service/cloudwatch/composite_alarm.go,cloudwatch,cloudwatch:PutCompositeAlarm,cloudwatch:PutCompositeAlarm,alarm,arn:${Partition}:cloudwatch:${Region}:${Account}:alarm:${AlarmName},AlarmName,PutCompositeAlarm,PutCompositeAlarmInput,AlarmName,true,AlarmName,string,true
cognitoidp,aws_cognito_user,User,0,0,1,4,3,AdminSetUserPassword,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user.go,cognito-idp,cognito-idp:AdminSetUserPassword,cognito-idp:AdminSetUserPassword,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},UserPoolId,AdminSetUserPassword,AdminSetUserPasswordRequest,UserPoolId,true,UserPoolIdType,string,true
cloudformation,aws_cloudformation_stack_set,Stack Set,0,0,1,2,1,CreateStackSet,/Users/hbwei/terraform-provider-aws/internal/service/cloudformation/stack_set.go,cloudformation,cloudformation:CreateStackSet,cloudformation:CreateStackSet,,,,,,,,,,false
gamelift,aws_gamelift_script,Script,0,0,1,2,1,CreateScript,/Users/hbwei/terraform-provider-aws/internal/service/gamelift/script.go,gamelift,gamelift:CreateScript,gamelift:CreateScript,,,,,,,,,,false
gamelift,aws_gamelift_script,Script,0,0,1,2,1,CreateScript,/Users/hbwei/terraform-provider-aws/internal/service/gamelift/script.go,gamelift,gamelift:CreateScript,gamelift:CreateScript,,,,,,,,,,false
acmpca,aws_acmpca_permission,Permission,0,0,1,2,1,CreatePermission,/Users/hbwei/terraform-provider-aws/internal/service/acmpca/permission.go,acm-pca,acm-pca:CreatePermission,acm-pca:CreatePermission,certificate-authority,arn:${Partition}:acm-pca:${Region}:${Account}:certificate-authority/${CertificateAuthorityId},CertificateAuthorityId,,,,,,,false
s3,aws_s3_bucket_public_access_block,Bucket Public Access Block,0,0,1,2,1,PutPublicAccessBlock,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_public_access_block.go,s3,s3:PutPublicAccessBlock,s3:PutBucketPublicAccessBlock,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
amplify,aws_amplify_backend_environment,Backend Environment,0,0,1,2,1,CreateBackendEnvironment,/Users/hbwei/terraform-provider-aws/internal/service/amplify/backend_environment.go,amplify,amplify:CreateBackendEnvironment,amplify:CreateBackendEnvironment,apps,arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId},AppId,CreateBackendEnvironment,CreateBackendEnvironmentRequest,appId,true,AppId,string,true
ds,aws_directory_service_shared_directory_accepter,Shared Directory Accepter,0,0,1,2,1,AcceptSharedDirectory,/Users/hbwei/terraform-provider-aws/internal/service/ds/shared_directory_accepter.go,ds,ds:AcceptSharedDirectory,ds:AcceptSharedDirectory,directory,arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId},DirectoryId,,,,,,,false
inspector2,aws_inspector2_member_association,Member Association,0,0,1,2,1,AssociateMember,/Users/hbwei/terraform-provider-aws/internal/service/inspector2/member_association.go,inspector2,inspector2:AssociateMember,inspector2:AssociateMember,,,,,,,,,,false
athena,aws_athena_data_catalog,Data Catalog,0,0,1,2,1,CreateDataCatalog,/Users/hbwei/terraform-provider-aws/internal/service/athena/data_catalog.go,athena,athena:CreateDataCatalog,athena:CreateDataCatalog,datacatalog,arn:${Partition}:athena:${Region}:${Account}:datacatalog/${DataCatalogName},DataCatalogName,,,,,,,false
lambda,aws_lambda_alias,Alias,0,0,1,2,1,CreateAlias,/Users/hbwei/terraform-provider-aws/internal/service/lambda/alias.go,lambda,lambda:CreateAlias,lambda:CreateAlias,function,arn:${Partition}:lambda:${Region}:${Account}:function:${FunctionName},FunctionName,CreateAlias,CreateAliasRequest,FunctionName,true,FunctionName,string,true
dms,aws_dms_replication_instance,Replication Instance,0,0,1,2,1,CreateReplicationInstance,/Users/hbwei/terraform-provider-aws/internal/service/dms/replication_instance.go,dms,dms:CreateReplicationInstance,dms:CreateReplicationInstance,,,,,,,,,,false
globalaccelerator,aws_globalaccelerator_custom_routing_accelerator,Custom Routing Accelerator,0,1,2,4,2,UpdateAcceleratorAttributes,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_accelerator.go,globalaccelerator,globalaccelerator:UpdateAcceleratorAttributes,globalaccelerator:UpdateAcceleratorAttributes,accelerator,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId},ResourceId,,,,,,,false
globalaccelerator,aws_globalaccelerator_accelerator,Accelerator,0,1,2,4,2,UpdateAcceleratorAttributes,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/accelerator.go,globalaccelerator,globalaccelerator:UpdateAcceleratorAttributes,globalaccelerator:UpdateAcceleratorAttributes,accelerator,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId},ResourceId,,,,,,,false
cognitoidp,aws_cognito_user_pool_domain,User Pool Domain,0,0,1,2,1,CreateUserPoolDomain,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_pool_domain.go,cognito-idp,cognito-idp:CreateUserPoolDomain,cognito-idp:CreateUserPoolDomain,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},UserPoolId,CreateUserPoolDomain,CreateUserPoolDomainRequest,UserPoolId,true,UserPoolIdType,string,true
cognitoidentity,aws_cognito_identity_pool,Pool,0,0,1,2,1,CreateIdentityPool,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidentity/pool.go,cognito-identity,cognito-identity:CreateIdentityPool,cognito-identity:CreateIdentityPool,,,,,,,,,,false
securityhub,aws_securityhub_product_subscription,Product Subscription,0,0,1,2,1,EnableImportFindingsForProduct,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/product_subscription.go,securityhub,securityhub:EnableImportFindingsForProduct,securityhub:EnableImportFindingsForProduct,hub,arn:${Partition}:securityhub:${Region}:${Account}:hub/default,,,,,,,,false
wafregional,aws_wafregional_sql_injection_match_set,SQL Injection Match Set,1,0,4,5,1,CreateSqlInjectionMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/sql_injection_match_set.go,waf-regional,waf-regional:CreateSqlInjectionMatchSet,waf-regional:CreateSqlInjectionMatchSet,sqlinjectionmatchset,arn:${Partition}:waf-regional:${Region}:${Account}:sqlinjectionset/${Id},Id,,,,,,,false
storagegateway,aws_storagegateway_gateway,Gateway,0,2,5,14,9,SetSMBGuestPassword,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/gateway.go,storagegateway,storagegateway:SetSMBGuestPassword,storagegateway:SetSMBGuestPassword,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},GatewayId,,,,,,,false
redshift,aws_redshift_authentication_profile,Authentication Profile,0,0,1,2,1,CreateAuthenticationProfile,/Users/hbwei/terraform-provider-aws/internal/service/redshift/authentication_profile.go,redshift,redshift:CreateAuthenticationProfile,redshift:CreateAuthenticationProfile,,,,,,,,,,false
codeartifact,aws_codeartifact_repository_permissions_policy,Repository Permissions Policy,0,0,1,2,1,PutRepositoryPermissionsPolicy,/Users/hbwei/terraform-provider-aws/internal/service/codeartifact/repository_permissions_policy.go,codeartifact,codeartifact:PutRepositoryPermissionsPolicy,codeartifact:PutRepositoryPermissionsPolicy,repository,arn:${Partition}:codeartifact:${Region}:${Account}:repository/${DomainName}/${RepositoryName},DomainName,,,,,,,false
codeartifact,aws_codeartifact_repository_permissions_policy,Repository Permissions Policy,0,0,1,2,1,PutRepositoryPermissionsPolicy,/Users/hbwei/terraform-provider-aws/internal/service/codeartifact/repository_permissions_policy.go,codeartifact,codeartifact:PutRepositoryPermissionsPolicy,codeartifact:PutRepositoryPermissionsPolicy,repository,arn:${Partition}:codeartifact:${Region}:${Account}:repository/${DomainName}/${RepositoryName},RepositoryName,,,,,,,false
storagegateway,aws_storagegateway_file_system_association,File System Association,0,0,1,2,1,AssociateFileSystem,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/file_system_association.go,storagegateway,storagegateway:AssociateFileSystem,storagegateway:AssociateFileSystem,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},GatewayId,,,,,,,false
kms,aws_kms_custom_key_store,Custom Key Store,0,0,1,2,1,CreateCustomKeyStore,/Users/hbwei/terraform-provider-aws/internal/service/kms/custom_key_store.go,kms,kms:CreateCustomKeyStore,kms:CreateCustomKeyStore,,,,,,,,,,false
datasync,aws_datasync_location_fsx_ontap_file_system,Location FSx for NetApp ONTAP File System,0,0,1,2,1,CreateLocationFsxOntap,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_fsx_ontap_file_system.go,datasync,datasync:CreateLocationFsxOntap,datasync:CreateLocationFsxOntap,,,,,,,,,,false
inspector2,aws_inspector2_enabler,Enabler,0,1,1,3,2,Enable,/Users/hbwei/terraform-provider-aws/internal/service/inspector2/enabler.go,inspector2,inspector2:Enable,inspector2:Enable,,,,,,,,,,false
dax,aws_dax_cluster,Cluster,0,0,1,2,1,CreateCluster,/Users/hbwei/terraform-provider-aws/internal/service/dax/cluster.go,dax,dax:CreateCluster,dax:CreateCluster,application,arn:${Partition}:dax:${Region}:${Account}:cache/${ClusterName},ClusterName,CreateCluster,CreateClusterRequest,ClusterName,true,String,string,true
dms,aws_dms_endpoint,Endpoint,0,0,1,2,1,CreateEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/dms/endpoint.go,dms,dms:CreateEndpoint,dms:CreateEndpoint,,,,,,,,,,false
dms,aws_dms_s3_endpoint,S3 Endpoint,0,0,2,3,1,CreateEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/dms/s3_endpoint.go,dms,dms:CreateEndpoint,dms:CreateEndpoint,,,,,,,,,,false
datasync,aws_datasync_location_fsx_openzfs_file_system,Location FSx for OpenZFS File System,0,0,1,2,1,CreateLocationFsxOpenZfs,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_fsx_openzfs_file_system.go,datasync,datasync:CreateLocationFsxOpenZfs,datasync:CreateLocationFsxOpenZfs,,,,,,,,,,false
finspace,aws_finspace_kx_dataview,Kx Dataview,0,0,1,2,1,CreateKxDataview,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_dataview.go,finspace,finspace:CreateKxDataview,finspace:CreateKxDataview,kxDataview,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxDatabase/${KxDatabase}/kxDataview/${KxDataview},EnvironmentId,CreateKxDataview,CreateKxDataviewRequest,environmentId,true,EnvironmentId,string,true
finspace,aws_finspace_kx_dataview,Kx Dataview,0,0,1,2,1,CreateKxDataview,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_dataview.go,finspace,finspace:CreateKxDataview,finspace:CreateKxDataview,kxDataview,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxDatabase/${KxDatabase}/kxDataview/${KxDataview},KxDatabase,,,,,,,false
